,url,label
379,['http://t.co/aWrcHOMYt8'],no-clickbait
380,['http://t.co/H1gDdFV85l'],no-clickbait
381,"['http://t.co/gzm37sySEy', 'http://t.co/h9sVfzcuhG']",no-clickbait
382,['http://t.co/8RtexrKghQ'],clickbait
383,"['http://t.co/DY9b1JbNx0', 'http://t.co/aIEN9VGIKJ']",no-clickbait
384,"['http://t.co/c4rV1kgcmw', 'http://t.co/3Yo88Gigxg']",clickbait
385,"['http://t.co/KwkOXQHr73', 'http://t.co/1t']",no-clickbait
386,['http://t.co/NN4WXN2Aqg'],no-clickbait
387,['http://t.co/m6xHtT1zmq'],clickbait
389,"['http://t.co/ekUCcrhSvr', 'http://t.co/QK5F']",no-clickbait
390,"['http://t.co/i1FgRNqMcb', 'http://t.co/L0kPwo87Lb']",no-clickbait
391,['http://t.co/nBxkXDulAV'],clickbait
392,['http://t.co/tbiKjIhcvY'],clickbait
393,"['http://t.co/e252XcscUb', 'http://t.co/AXjbs8lI1h']",clickbait
394,"['http://t.co/nX4Iy4su9B', 'http://t.co/']",no-clickbait
395,['http://t.co/C5GzT236J5'],no-clickbait
396,['http://t.co/Zp2BHkfUcw'],no-clickbait
397,"['http://t.co/NWBkKLOwmv', 'http://t.co/MjuuHifbP6']",no-clickbait
398,"['http://t.co/ybG8fjomhD', 'http://t.co/TUEivN4WV0']",no-clickbait
399,['http://t.co/S9S8cMX2Lq'],no-clickbait
400,"['http://t.co/Y6f36pLajx', 'http://t.co/lciwX4U']",clickbait
401,['http://t.co/TwmlY8YoUt'],clickbait
402,"['http://t.co/uad5Wh0A6C', 'http://t.co/6MGYK2hnbX']",no-clickbait
403,['http://t.co/JqzUnxgq4G'],no-clickbait
404,"['http://t.co/Ks737Lbeu1', 'http://t.co/mI6supAuml']",clickbait
405,"['http://t.co/NeiIVKKJjl', 'http://t.co/k9grf90IsW']",no-clickbait
406,"['http://t.co/5k7qkOEEUg', 'http://t.co/VR6VG95rdG']",no-clickbait
407,"['http://t.co/Oi6YxJW4YU', 'http://t.co/xotXtoagSH']",clickbait
408,['http://t.co/HI79S3Rv3h'],clickbait
409,['http://t.co/8T66P3Uity'],no-clickbait
410,['http://t.co/KBlStMe9Gi'],no-clickbait
411,"['http://t.co/TF3fbACXY2', 'http://t.co/l949CiDyqx']",no-clickbait
412,"['http://t.co/wsiR9ga3RR', 'http://t.co/WElRj89LLP']",clickbait
413,['http://t.co/3SGtdPpw8B'],no-clickbait
414,"['http://t.co/YuevjmW7DF', 'http://t.co/XAdeO6C8Ut']",no-clickbait
415,"['http://t.co/jJ8RPElAaM', 'http://t.co/quFzIuEld7']",no-clickbait
416,['http://t.co/p482PDqKsG'],no-clickbait
417,"['http://t.co/XRAmJEnJkf', 'http://t.co/nN2hXW0vzO']",no-clickbait
418,"['http://t.co/nPyZRj7arH', 'http://t.co/P6VT9fPOjT']",no-clickbait
419,"['http://t.co/QGfpPKPdX9', 'http://t.co/lw4CnF73Wj']",no-clickbait
420,"['http://t.co/0MpbMZUUM4', 'http://t.co/tMNOn71LSK']",no-clickbait
421,"['http://t.co/ZlbHSydhj3', 'http://t.co/UI54jCxfMe']",no-clickbait
422,['http://t.co/c6HXu9RNOM'],clickbait
423,"['http://t.co/abGylOv5HK', 'http://t.co/tVc1MYa4I8']",no-clickbait
424,['http://t.co/NlRbvMF6hI'],clickbait
425,['http://t.co/vBvf4gXZZK'],clickbait
426,"['http://t.co/JfSVDUzpWw', 'http://t.co/1bBm6q951j']",no-clickbait
427,"['http://t.co/5xQPDPcm8q', 'http://t.co/nChXj1ffCz']",no-clickbait
428,['http://t.co/fy6hq6aog7'],clickbait
429,['http://t.co/zdedPbIUBI'],clickbait
430,"['http://t.co/JeA9kQjrPh', 'http://t.co/YN4pU7OyIo']",clickbait
431,"['http://t.co/XpqDaItQVO', 'http://t.co/p1poBXa13y']",no-clickbait
432,"['http://t.co/fkHKWneh1k', 'http://t.co/jQ1Gb525LU']",no-clickbait
433,"['http://t.co/gPELYwUNiZ', 'http://t.co/DTO']",no-clickbait
434,"['http://t.co/VUMMwPq2kd', 'http://t.co/AYtYz8tW7x']",clickbait
435,"['http://t.co/XP74AKAkIM', 'http://t.co/xS3o5DnouS']",clickbait
436,['http://t.co/yrPKBBMNpU'],clickbait
437,"['http://t.co/QcDlhUK4Nr', 'http://t.co/sHgl6a86CB']",no-clickbait
438,"['http://t.co/Nk0HtFDDvH', 'http://t.co/srrRlm2qJv']",no-clickbait
439,"['http://t.co/KWnBVfIrHO', 'http://t.co/aox7MzDdpM']",no-clickbait
440,['http://t.co/OB4ujoysEu'],no-clickbait
441,['http://t.co/pCTvq6c7Kt'],no-clickbait
442,"['http://t.co/YDuU3WkNvg', 'http://t.co/Q9AxXkLCdw']",no-clickbait
443,"['http://t.co/lbbVMxG5jm', 'http://t.co/yZt3KF8UC7']",no-clickbait
444,"['http://t.co/qBSPda96N2', 'http://t.co/xskl2nf4m3']",no-clickbait
445,['http://t.co/eRyMhxJYMU'],no-clickbait
446,"['http://t.co/QG7145xulV', 'http://t.co/0VKtGevn1G']",no-clickbait
447,"['http://t.co/y701rg3MzP', 'http://t.co/0Uz5QCS4Qd']",no-clickbait
448,"['http://t.co/J7DBVwhTDN', 'http://t.co/PyThhC3PPF']",no-clickbait
449,"['http://t.co/gcSRRVhWmQ', 'http://t.co/mPMzZr39tF']",no-clickbait
450,"['http://t.co/NRiOhqcfYi', 'http://t.co/FXLkffgyVp']",clickbait
451,"['http://t.co/7rA2in83w0', 'http://t.co/rvr07AdUf6']",clickbait
452,['http://t.co/F0mmBGyCml'],no-clickbait
453,['http://t.co/REd2QOKXa5'],no-clickbait
454,['http://t.co/08ae1VcGeC'],no-clickbait
455,"['http://t.co/qn0C6MacMx', 'http://t.co/7j']",clickbait
456,"['http://t.co/GTYIF0xl0t', 'http://t.co/MaTZPnZhJw']",clickbait
457,['http://t.co/yRtesWrxno'],no-clickbait
458,['http://t.co/lneMsMkAk9'],no-clickbait
459,"['http://t.co/bejFXpCWem', 'http://t.co']",no-clickbait
460,['http://t.co/I5APncjyTT'],no-clickbait
461,"['http://t.co/f8pXPRxmTP', 'http://t.co/Hk4fBNxyh7']",no-clickbait
462,"['http://t.co/Vf2m6QvlMP', 'http://t.co/mMuTDRhPsH']",no-clickbait
463,"['http://t.co/REVpsoJUug', 'http://t.co/TvUclClpa2']",no-clickbait
464,[],clickbait
465,['http://t.co/XvmKuTf0Lt'],no-clickbait
466,['http://t.co/M110p9ymYW'],no-clickbait
467,"['http://t.co/Viq50twIgn', 'http://t.co/utuqHtweHz']",no-clickbait
468,"['http://t.co/14ujdhA31i', 'http://t.co/bejhSha1Xa']",no-clickbait
469,"['http://t.co/4zONGkENWC', 'http://t.co/3rvA8BovSb']",no-clickbait
470,['http://t.co/7pty3nofzI'],no-clickbait
471,['http://t.co/ZICuBDqg59'],no-clickbait
472,['http://t.co/3II1d0qk9o'],no-clickbait
473,"['http://t.co/L7fHZycMTc', 'http://t.co/bXplolO6QQ']",no-clickbait
474,"['http://t.co/lnMMuw8X5Y', 'http://t.co/o0ssGpAPsO']",clickbait
475,['http://t.co/DUa2tMMb9J'],no-clickbait
476,"['http://t.co/h1eWrxTGOh', 'http://t.co/nYtmSA3GWm']",no-clickbait
477,"['http://t.co/VXBYVGEyO1', 'http://t.co/msEey6ptJ0']",no-clickbait
478,"['http://t.co/J8wI2ISNkO', 'http://t.co/npbaWjgF4D']",no-clickbait
479,"['http://t.co/klUTlktFon', 'http://t.co/U2dYNgeU1X']",clickbait
480,['http://t.co/fQDY8e63QL'],clickbait
481,"['http://t.co/eOjDiuNnZ9', 'http://t.co/Jn4hkVhqOq']",no-clickbait
482,"['http://t.co/xCSBEjoFCY', 'http://t.co/5eQJ2oRVeT']",no-clickbait
483,"['http://t.co/1VyOuNmUZs', 'http://t.co/77TXIBmC']",no-clickbait
484,"['http://t.co/1Y38T8OtgF', 'http://t.co/YpvZWPWX05']",no-clickbait
485,['http://t.co/tYm2VoSfpS'],clickbait
486,['http://t.co/V4NAPhAZiG'],no-clickbait
487,"['http://t.co/8mWPI48gnG', 'http://t.co/dEJLm0i5Pk']",clickbait
488,"['http://t.co/8y01h2Fjcg', 'http://t.co/l52fD']",no-clickbait
489,"['http://t.co/T8eTx0nKr1', 'http://t.co/OKTh9BgaAT']",clickbait
490,"['http://t.co/dDIwPHrNNe', 'http://t.co/Xpk9npkUuL']",no-clickbait
491,['http://t.co/eyHwvBY42g'],clickbait
492,"['http://t.co/xo5G8OyCZ1', 'http://t.co/fIwwkcA8xY']",no-clickbait
493,['http://t.co/ophfsz0zUh'],no-clickbait
494,"['http://t.co/EV6crlcytY', 'http://t.co/EXOHqXc20M']",no-clickbait
495,['http://t.co/lneMsMkAk9'],no-clickbait
496,"['http://t.co/TQxCQfL4lH', 'http://t.co/SYWohHQvcu']",clickbait
497,"['http://t.co/adbO7EX5qD', 'http://t.co/0FKJuiiI3T']",no-clickbait
498,"['http://t.co/Rgy5j2HQwT', 'http://t.co/9p1NM40O39']",no-clickbait
499,['http://t.co/3dUelzNcli'],no-clickbait
500,['http://t.co/AEeUC2UfjK'],clickbait
501,"['http://t.co/SeO0xnNsX7', 'http://t.co/xSAvHXbGP2']",no-clickbait
502,"['http://t.co/0G8zQe8QDa', 'http://t.co/Z28AKSaUYP']",no-clickbait
503,['http://t.co/IdcP5jB7r1'],no-clickbait
504,['http://t.co/Zcs0ynG8X8'],no-clickbait
505,['http://t.co/ptUHn37R3L'],no-clickbait
506,"['http://t.co/ShHpYaQffb', 'http://t.co/EHxkhQVbb4']",no-clickbait
507,"['http://t.co/KDDswJi83n', 'http://t.co/j3nLtxQuoY']",no-clickbait
508,"['http://t.co/GCs910vL3O', 'http://t.co/HNdIayQUtR']",clickbait
509,['http://t.co/MPoAQ3ixXW'],no-clickbait
510,"['http://t.co/XBelIBSnc6', 'http://t.co/yLu0ArQBmu']",no-clickbait
511,"['http://t.co/rH90Nsdxdd', 'http://t.co/7amajTkjFy']",no-clickbait
512,"['http://t.co/dkyXXtKURd', 'http://t.co/TXJVZnVji4']",no-clickbait
513,['http://t.co/y24edHi1Xk'],clickbait
514,['http://t.co/0UQQRdFYhZ'],clickbait
515,"['http://t.co/XKjv3Lmx8R', 'http://t.co/U7tw3DKVtb']",no-clickbait
516,['http://t.co/aioU4Jbnxu'],no-clickbait
517,"['http://t.co/TTFqh07qoz', 'http://t.co/LeSaklOQSj']",no-clickbait
518,"['http://t.co/vdqxzFtI0X', 'http://t.co/shMlMoZvQ4']",clickbait
519,"['http://t.co/qPf3mqeRO5', 'http://t.co/3l6Wjztvgg']",no-clickbait
520,"['http://t.co/wUeWV4VDt6', 'http://t.co/CTMyJ4IdWC']",clickbait
521,"['http://t.co/mIqriV7W70', 'http://t.co/hpH5']",no-clickbait
523,['http://t.co/2KwgMgXk1f'],no-clickbait
524,['http://t.co/gPvLMXNN'],no-clickbait
525,"['http://t.co/ZUzuxfQkzt', 'http://t.co/J']",no-clickbait
526,"['http://t.co/SyphCkTHK5', 'http://t.co/OlWtGBuzpu']",clickbait
527,"['http://t.co/cZwo3O1Mva', 'http://t.co/ySDqn1qWbq']",no-clickbait
528,"['http://t.co/GL3fYjGLT0', 'http://t.co/S4XT9tvAbF']",no-clickbait
529,['http://t.co/XqYInjyqsT'],no-clickbait
530,"['http://t.co/yoZSNeWkNq', 'http://t.co/qzg8MlQ1Xu']",clickbait
531,"['http://t.co/zvHnRk49X9', 'http://t.co/BdgqkDkG0w']",no-clickbait
532,"['http://t.co/XHKYSf3IUZ', 'http://t.co/0ZnZPl3FE8']",no-clickbait
533,"['http://t.co/RuS4JN1K5W', 'http://t.co/dKfcP8gXZf']",no-clickbait
534,"['http://t.co/D2t04QFINk', 'http://t.co/xM4xIudlpg']",no-clickbait
535,"['http://t.co/OdY6TxqwTP', 'http://t.co/joP3NqT7zg']",no-clickbait
536,['http://t.co/CWQEP6yc87'],no-clickbait
537,"['http://t.co/3ZXLqkTcKN', 'http://t.co/3p0KCnNa8i']",no-clickbait
538,"['http://t.co/oYsBnkj8du', 'http://t.co/rgF8awxY09']",clickbait
539,"['http://t.co/yxnwSxQY3k', 'http://t.co/gNbpxZMPid']",no-clickbait
540,"['http://t.co/CqbdixxB1J', 'http://t.co/XLhzNTjI4T']",no-clickbait
541,"['http://t.co/9dsUAuCGRo', 'http://t.co/VgiYb2p8SA']",no-clickbait
542,"['http://t.co/N05nd9mdmA', 'http://t.co/Ja2coThKvN']",clickbait
543,['http://t.co/CbMxHGvwrs'],no-clickbait
544,[],no-clickbait
545,['http://t.co/ld9C'],no-clickbait
546,"['http://t.co/DFQyaXoIBM', 'http://t.co/Gb1zYNHN4X']",no-clickbait
547,['http://t.co/U6HvXoXoJb'],no-clickbait
548,"['http://t.co/2s8oGks8P5', 'http://t.co/Pf75hiQFOd']",clickbait
549,['http://t.co/EW3POMP5'],clickbait
550,"['http://t.co/CGRAyJWpVV', 'http://t.co/ZqlyjcVRD9']",no-clickbait
551,"['http://t.co/h3SteDrqw9', 'http://t.co/1cnwpWsb']",no-clickbait
552,['http://t.co/lJeTncNING'],no-clickbait
553,"['http://t.co/niPEFgXssH', 'http://t.co/NAVokcTki9']",no-clickbait
555,"['http://t.co/iW0LvADZPs', 'http://t.co/MCXTeCgWYk']",no-clickbait
556,['http://t.co/OhTWE7QtQc'],no-clickbait
557,"['http://t.co/vJxahcIrN3', 'http://t.co/B6FxhafrHZ']",no-clickbait
558,['http://t.co/nKFU3MyBjE'],no-clickbait
559,"['http://t.co/Yc3AMsAt6R', 'http://t.co/xK63VmgXBJ']",no-clickbait
560,"['http://t.co/QxvrXZ0ItE', 'http://t.co/ozXnNLgXOr']",no-clickbait
561,[],no-clickbait
562,"['http://t.co/3tS634p7ZR', 'http://t.co/jOmJK3dFs1']",no-clickbait
563,"['http://t.co/ebWIatImkd', 'http://t.co/avaMMXxLE6']",no-clickbait
564,"['http://t.co/rJnJQTmtur', 'http://t.co/HYJFvskvMG']",no-clickbait
565,"['http://t.co/RWwXWMf6Zn', 'http://t.co/A3RXDSJjcW']",no-clickbait
567,['http://t.co/jLPBqDmYSr'],no-clickbait
568,"['http://t.co/3wk0dmFYU6', 'http://t.co/0q67FgVVcE']",clickbait
569,['http://t.co/LhBQk2YnPu'],no-clickbait
570,"['http://t.co/cKdqh0vkmJ', 'http://t.co/LWUFhjIcxg']",no-clickbait
571,"['http://t.co/p9h5efQ2ai', 'http://t.co/KYe5lAiFz4']",clickbait
572,"['http://t.co/equDQgApdv', 'http://t.co/41oN7Mednw']",no-clickbait
573,['http://t.co/4eZJ1Pddh1'],clickbait
574,['http://t.co/51qoee4jj1'],no-clickbait
575,['http://t.co/RlQqLvlbbD'],no-clickbait
576,"['http://t.co/r3nkOZxMlD', 'http://t.co/6DnNXmVLb8']",clickbait
577,"['http://t.co/FgqZEUpubr', 'https://t.co/']",no-clickbait
578,"['http://t.co/R2ICUuafiu', 'http://t.co/a3sQgnOxun']",no-clickbait
579,"['http://t.co/BKEzC1CRra', 'http://t.co/RGbLJYyBOI']",no-clickbait
580,['http://t.co/uJ5bVk0IHC'],no-clickbait
581,['http://t.co/kvmlLW5BwE'],no-clickbait
582,"['http://t.co/1rS3yFtM7R', 'http://t.co/4e']",no-clickbait
583,"['http://t.co/C12OGFVwiT', 'http://t.co/8SgCJeIQXW']",no-clickbait
584,['http://t.co/rEbFoNfrzv'],no-clickbait
585,"['http://t.co/N0x4MPa50R', 'http://t.co/Rl93cBLrfd']",no-clickbait
586,['http://t.co/1ycRRLJyev'],no-clickbait
587,['http://t.co/2ea513DvWp'],no-clickbait
588,"['http://t.co/lnhMgLYUgG', 'http://t.co/3rqyIgPtbs']",no-clickbait
589,"['http://t.co/PDfEYt5HWm', 'http://t.co/yrTQU94QBA']",no-clickbait
590,['http://t.co/QLhsXOwJQ6'],no-clickbait
591,"['http://t.co/9T3CTF8Ip3', 'http://t.co/K8dtuTJUK9']",no-clickbait
592,['http://t.co/38urt4ualP'],no-clickbait
593,['http://t.co/DuHbp9cqsm'],no-clickbait
594,['http://t.co/GJfFoAv1AG'],clickbait
595,['http://t.co/g1fOk1Us3k'],no-clickbait
596,"['http://t.co/CJM845sO7r', 'http://t.co/ARwt5jwhmo']",no-clickbait
597,"['http://t.co/0p2QK0l4h2', 'http://t.co/43oOQsdVzK']",no-clickbait
598,"['http://t.co/fR8tkQci5J', 'http://t.co/PRVYOQnlBr']",clickbait
599,"['http://t.co/lKdcl7nWEa', 'http://t.co/JeR0vnuBXc']",no-clickbait
600,['http://t.co/d0IqaE4UvZ'],clickbait
601,"['http://t.co/uceaAzjZwR', 'http://t.co/c4osX1qHq7']",clickbait
602,"['http://t.co/G9BMEldcxC', 'http://t.co/3HRE0nvewE']",no-clickbait
603,"['http://t.co/0hiZR4BJkv', 'http://t.co/wxswOJlPZc']",clickbait
604,['http://t.co/GDOvez97W4'],no-clickbait
605,"['http://t.co/toK7EH4E6q', 'https://t.co/Pla20dwl7b']",no-clickbait
606,"['http://t.co/pS68cjJ2WM', 'http://t.co/5lYrwKsbDr']",no-clickbait
607,['http://t.co/Jsk2YAHWRT'],no-clickbait
608,"['https://t.co/RRMUp22g8a', 'http://t.co/s9V0Vupocb']",no-clickbait
609,"['http://t.co/S5QBpezaT8', 'http://t.co/a01KP3AuQL']",no-clickbait
610,['http://t.co/9fzHpuLpgs'],no-clickbait
611,"['http://t.co/XJKPLhYyER', 'http://t.co/2sAU5VLjbc']",no-clickbait
612,['http://t.co/DkVTopw2cG'],no-clickbait
613,['http://t.co/kciGleiMq1'],no-clickbait
614,"['http://t.co/BXjdYsMepa', 'http://t.co/lmpyUolP9I']",no-clickbait
615,['http://t.co/MgVw1y9vx0'],no-clickbait
616,['http://t.co/xVvw5F3Uzf'],no-clickbait
617,"['http://t.co/m9AI1gqRiC', 'http://t.co/H2s9McaOcP']",no-clickbait
618,"['http://t.co/XP74AKiJRe', 'http://t.co/0wmADVyww7']",no-clickbait
619,['http://t.co/C5NmF9L5bc'],no-clickbait
620,"['http://t.co/Bs7tooJszk', 'http://t.co/zEIWWXusbv']",no-clickbait
621,"['http://t.co/r1fmBYyhJR', 'http://t.co/zzg8eCsQ29']",no-clickbait
622,"['http://t.co/S17qBfLXCp', 'http://t.co/9M9BdwlFNo']",no-clickbait
623,['http://t.co/wNiIBzCzBX'],no-clickbait
624,['http://t.co/QJvdq0rE42'],no-clickbait
625,['http://t.co/D3EDVbZRha'],no-clickbait
626,['http://t.co/CX7yELF86Z'],no-clickbait
627,['http://t.co/9Ksr7aBX5P'],no-clickbait
628,['http://t.co/YSccnBHLv8'],clickbait
629,"['http://t.co/E6RKSosMAc', 'http://t.co/q7se2vfQ3m']",no-clickbait
630,"['http://t.co/KEmNsSH4tf', 'http://t.co/ep1KTjLEeF']",no-clickbait
631,"['http://t.co/pObhVAp3l6', 'http://t.co/JLVkg8TvGH']",no-clickbait
632,"['http://t.co/LegzCAZ0Pz', 'http://t.co/Hnbd16MpsN']",clickbait
633,['http://t.co/goTo737T1s'],no-clickbait
634,['http://t.co/SyXQOl9vby'],no-clickbait
635,"['http://t.co/OV0ZYZ47G2', 'http://t.co/hP7YvFsxaC']",no-clickbait
637,['http://t.co/1FIWNISj8p'],no-clickbait
638,"['http://t.co/yzysYSNPWv', 'http://t.co/5Nm7rtHI2o']",no-clickbait
639,['http://t.co/TauWx6ZL7A'],no-clickbait
640,"['http://t.co/jqFzYxgDgH', 'http://t.co/JWBLTLH69j']",no-clickbait
641,"['http://t.co/PRuTqTFrF2', 'http://t.co/N9HJOIzL6p']",clickbait
642,"['http://t.co/v0nOE2ofzr', 'http://t.co/9fLzrZRhWg']",clickbait
643,['http://t.co/lBX63usNox'],clickbait
644,"['http://t.co/a5ShHLtfc4', 'http://t.co/eev0cyiY7f']",no-clickbait
645,"['http://t.co/z5OUgJk1l4', 'http://t.co/mUivNVNQig']",no-clickbait
646,['http://t.co/9Ksr7aBX5P'],no-clickbait
647,"['http://t.co/0AH2UkLlmc', 'http://t.co/DYyzE3FIWH']",no-clickbait
648,"['http://t.co/A3vhFVj30s', 'http://t.co/FYgh4kjR8q']",no-clickbait
649,"['http://t.co/RgGT4KhPKg', 'http://t.co/s4wHPQoDlA']",clickbait
650,"['http://t.co/HqSazOmi1K', 'http://t.co/xnus4FBMwd']",no-clickbait
651,"['http://t.co/sioRTuxKOF', 'http://t.co/F4CBjwqYQx']",no-clickbait
652,"['http://t.co/SaLUQce7ZY', 'http://t.co/5EpmS5l2Y7']",no-clickbait
653,"['http://t.co/2ferDf30aw', 'http://t.co/wwULT']",no-clickbait
654,"['http://t.co/RdkArhqsC3', 'http://t.co']",no-clickbait
655,"['http://t.co/1dLy5sfzaH', 'http://t.co/vjyA37OddY']",no-clickbait
656,"['http://t.co/U5CkumHxkP', 'http://t.co/grNIScU8kD']",no-clickbait
657,['http://t.co/7zyl4XRFR8'],no-clickbait
658,"['http://t.co/G5J94jpfJN', 'http://t.co/QiTWhsPxKE']",no-clickbait
659,['http://t.co/JSXb786YyQ'],clickbait
661,['https://t.co/t0wavE7vKr'],no-clickbait
662,"['http://t.co/v2Tf7MPXva', 'http://t.co/OQtGzXVrqM']",no-clickbait
663,['http://t.co/WmtKHJ1Iu0'],no-clickbait
664,"['http://t.co/ZdUrbj7fFD', 'http://t.co/85dXUC4PY4']",no-clickbait
665,"['http://t.co/uMBJBjRtMU', 'http://t.co/Od7ClSWHXj']",no-clickbait
666,"['http://t.co/mQLXdAnz40', 'http://t.co/D9PRKcLJlm']",clickbait
667,"['http://t.co/BeniHwzA9W', 'http://t.co/tVqdErlpWK']",no-clickbait
668,['http://t.co/rgc8R34BOC'],no-clickbait
669,"['http://t.co/CX1va3v0JS', 'http://t.co/buQjwBFXfX']",no-clickbait
670,['http://t.co/PXLbyhrZMJ'],no-clickbait
671,"['http://t.co/LHg9A4dltf', 'http://t.co/EXcvkiRasb']",no-clickbait
672,"['http://t.co/rUMtLZL1Aa', 'http://t.co/1boLXGqjIV']",no-clickbait
673,"['http://t.co/V97R3yxbUp', 'http://t.co/rVRLkcrEWd']",no-clickbait
674,"['http://t.co/YazV5YAWtF', 'http://t.co/ngdXDHVaHr']",clickbait
675,"['http://t.co/OKnFXfLd9E', 'http://t.co/kOfjgFZ5rX']",no-clickbait
676,['http://t.co/ExfN8s8GxB'],no-clickbait
677,"['http://t.co/7xk4wsTzfY', 'http://t.co/HxBmEvBuMj']",no-clickbait
678,"['http://t.co/iuRMRdMmg3', 'http://t.co/7UTokDVcIP']",no-clickbait
679,['http://t.co/FPJtKmY6PQ'],no-clickbait
680,"['http://t.co/ZMcI9s1ynY', 'http://t.co/43TimEvEuF']",no-clickbait
681,['http://t.co/LQxACnHD6J'],no-clickbait
682,"['http://t.co/xtreuWsQfn', 'http://t.co/OBHljC0PF0']",no-clickbait
683,"['http://t.co/GfrkcDYSFR', 'http://t.co/9VIDocIdGu']",no-clickbait
684,"['http://t.co/pCoF5MnV8V', 'http://t.co/SkirpgcPlG']",no-clickbait
685,['http://t.co/K5ahKhgusW'],no-clickbait
686,"['http://t.co/rMFQP6uIr8', 'http://t.co/hEjzAWmrdU']",no-clickbait
687,"['http://t.co/hZC0PTdjj8', 'http://t.co/wxSL3R6mTz']",no-clickbait
688,['https://t.co/K7hxNVc6Ad'],no-clickbait
689,"['http://t.co/sXhMjxJoTL', 'http://t.co/RUqpvTQy7I']",no-clickbait
690,['http://t.co/yl3qsvJmLP'],no-clickbait
691,['http://t.co/zagepNfxkx'],no-clickbait
692,"['http://t.co/LwOeHaTRMJ', 'http://t.co/VL5QUdld6N']",no-clickbait
693,['http://t.co/66fDOXGs99'],no-clickbait
694,"['http://t.co/zivvCUumX8', 'http://t.co/sjnk6fAfRs']",clickbait
696,['http://t.co/sa5RkFEXmW'],clickbait
697,['http://t.co/OUsOr05s1J'],no-clickbait
698,['https://t.co/RzVdFnEUWc'],no-clickbait
699,"['http://t.co/MrvDvEiN2Y', 'http://t.co/IYjhN0XGLa']",no-clickbait
700,"['https://t.co/qT1ZQYAWII', 'http://t.co/2G7aTD7cfH']",no-clickbait
701,"['http://t.co/uvOrzbOgln', 'http://t.co/8oOuaXsbzc']",clickbait
702,['http://t.co/YdMDanriDG'],no-clickbait
703,['http://t.co/2HcI4QeBeU'],no-clickbait
704,"['http://t.co/JUESrCRBc2', 'http://t.co/mHSNmr81uR']",no-clickbait
705,"['http://t.co/eE02NWGJ8L', 'http://t.co/cJBahiywTZ']",no-clickbait
706,['http://t.co/rOA4WuFUuf'],no-clickbait
707,"['http://t.co/aiOMPv4G4B', 'http://t.co/bKKTbJNjd2']",no-clickbait
708,"['http://t.co/4hi2gNUAcw', 'http://t.co/6qMeBHqlKV']",no-clickbait
709,['http://t.co/4hQ1csyieb'],no-clickbait
711,['http://t.co/FlD2V4OqiN'],no-clickbait
712,"['http://t.co/BD1kDsMCKx', 'http://t.co/HEgWOePqTy']",no-clickbait
713,"['http://t.co/msnDjUNBf0', 'http://t.co/ixmCM2i1jm']",no-clickbait
714,"['http://t.co/13FYxvePSs', 'http://t.co/00GK7Xx1RE']",clickbait
715,['http://t.co/lwcBpiZMcf'],no-clickbait
716,"['http://t.co/K9sRT55A3X', 'http://t.co/ljk3dUG8OT']",no-clickbait
717,"['http://t.co/LRP4kHzfkM', 'http://t.co/3ixvmvDfvP']",no-clickbait
718,['http://t.co/tBF0K7sIYa'],no-clickbait
719,"['http://t.co/3AoN4mMz8S', 'http://t.co/AIhhe7uY2N']",no-clickbait
720,"['http://t.co/80qsuHu3ui', 'http://t.co/bLqZkmyulr']",no-clickbait
721,"['http://t.co/VZ5bgr1Cmc', 'http://t.co/UlE6Jayh8r']",no-clickbait
722,['http://t.co/7dRd8XfJhn'],no-clickbait
723,"['http://t.co/6XTiPa3Jqx', 'http://t.co/4o9JWjc6Lm']",no-clickbait
724,"['http://t.co/BX2SkrTwQp', 'http://t.co/vaBsJNHcw9']",no-clickbait
725,"['http://t.co/qlicoPqEPd', 'http://t.co/E9ekMcPHm3']",no-clickbait
726,['http://t.co/2G7nGHW54x'],no-clickbait
727,['http://t.co/UALEmYVhsi'],no-clickbait
728,"['http://t.co/7Z3c9t8lVI', 'http://t.co/Abcd8Kdq0V']",no-clickbait
729,['http://t.co/FAT3byYZme'],no-clickbait
730,['http://t.co/ARQ60iFr7Q'],no-clickbait
731,['http://t.co/uXhUnBjMiP'],no-clickbait
732,['http://t.co/SY8v8OzTUH'],no-clickbait
733,"['http://t.co/DOM4A141HT', 'http://t.co/uJRWSIaJ9i']",no-clickbait
734,['http://t.co/0c5cANBiU9'],clickbait
735,"['http://t.co/WclkRtSiYk', 'http://t.co/MKUjteDfts']",no-clickbait
736,['http://t.co/f8HGRIcaZD'],no-clickbait
737,"['http://t.co/FlnoyYAHT9', 'http://t.co/9']",no-clickbait
738,"['http://t.co/YO2Zzjx08a', 'http://t.co/h9OfuMiQ5L']",no-clickbait
739,"['http://t.co/SjSVfj16hv', 'http://t.co/0jYV8N2koA']",clickbait
740,['http://t.co/oGpLqcCX3A'],no-clickbait
741,"['http://t.co/2v2t1jBHsh', 'http://t.co/fHvdKQ6CuK']",no-clickbait
742,"['http://t.co/dfmsAoWhJN', 'http://t.co/D9MeTxhB1y']",no-clickbait
743,"['http://t.co/HFesOsPUEU', 'http://t.co/NHF2ycLPnU']",clickbait
744,"['http://t.co/2nK2NJhHVp', 'http://t.co/cfrFp5Pxl9']",no-clickbait
745,['http://t.co/9Mg7sJoAcV'],no-clickbait
746,"['http://t.co/qBSPdaqHEA', 'http://t.co/xskl2nf4m3']",no-clickbait
