type_rumor;title;date;content
"RUMEUR";"Barack Obama lied about his father's military service during World War II.";"August 2010";"Please check this video out:  Obama's father was born in 1936!!!!!  If this doesn't upset you, nothing will. Impeach now!  Gosh, do you think our President lied? Nah can't be! Well maybe just this once. So, he says with an absolute straight face - just like he says every other lie - that his father served in World War II. His father was the youngest soldier that has ever served - he was 3 years old at the time. Certainly must have been a very distinguished warrior. What an absolute honor to have a president with a father that was a soldier warrior at the age of 3...... Everything is beginning to make sense now.......Watch the 17 second video     You know that this is a super sore spot with me and many other vets....this liar will say and do anything. He's afraid to meet one on one with anyone who opposes him. I am so sick and tired of the lies, back stabbing and socialist ways that I could just scream. I find it harder and harder to keep my Christian attitude with this man. In all my years, I have never seen a person so morally corrupt and out of touch with reality. It amazes me every day when I see he is still in power. How was America so stupid????  THIS PRESIDENT HAS NO MORALS!!! HIS MUSLIM FAITH SAYS IT'S OK TO LIE TO GET WHAT YOU WANT!!! THE END JUSTIFIES THE MEANS!!! INTERESTING THAT HIS FATHER WAS 3 YRS OLD WHEN WWII STARTED in 1939!!!! CHECK OUT THIS VIDEO OF OBAMA ADDRESSING A VETERANS GROUP!!!"
"RUMEUR";"The Obamas had their dog, Bo, flown on his own airplane to join them on vacation.";"July 2010";"Is it true that the Obamas' dog, Bo, flies on his own plane when they take him with them?   "
"RUMEUR";"President removed red, white, and blue decor from the Oval Office and installed a 'Muslim prayer curtain' in the White House.";"August 2010";"For a long time, I have noticed that the decor at the White House has changed since BHO moved in. The Oval Office is now stripped of the traditional red, white, and blue, and replaced with middle eastern wallpaper, drapes, and decor. The hallway that he walks out of to talk to the press now has middle eastern chairs, drapes, etc. And the thing that has bothered me the most is the bright yellow drape behind him every time he speaks from the white house. It's a Muslim prayer curtain with Arabic symbols on it and has been there from the beginning.  What is missing at Barack Hussein Obama's press conference?  No it is not the teleprompters. See the other president's pics for a clue.  BARACK HUSSEIN OBAMA (aka BARRY SOETORO)  GEORGE WALKER BUSH"
"RUMEUR";"In 2010, President Obama became the first U.S. president not to lay a wreath at Arlington National Cemetery on Memorial Day.";"May 2010";"Mike Savage stated that President Obama was not going to Arlington this Memorial Day but is sending VP Biden in his place. Obama is going to Chicago instead. Savage stated that this is the first time in history that a President has not laid a wreath at Arlington on Memorial day. Is this true?"
"RUMEUR";"President Obama has cancelled the National Day of Prayer.";"April 2010";"President Obama has decided that there will no longer be a National Day of Prayer held in May. He doesn't want to offend anyone. Where was his concern about offending Christians last January when he allowed the Muslims to hold a day of prayer on the capitol grounds. As an American Christian I am offended. if you agree, copy and paste no matter what religion you are. This country was built on freedom!   "
"RUMEUR";"Barack and Michelle Obama both surrendered their law licenses to avoid pending disciplinary actions.";"March 2010";"Barack Obama — Editor of the Harvard Law Review — Has No Law License?  I saw a note slide across the #TCOT feed on Twitter last night that mentioned Michelle Obama had no law license. This struck me as odd, since (a) she went to school to be a lawyer, and (b) she just recently held a position with the University of Chicago Hospitals as legal counsel — and that's a pretty hard job to qualify for without a law license.  But being a licensed professional myself, I knew that every state not only requires licensure, they make it possible to check online the status of any licensed professional. So I did, and here's the results from the ARDC Website:  She voluntarily surrendered her license in 1993. Let me explain what that means. A Voluntary Surrender is not something where you decide Gee, a license is not really something I need anymore, is it? and forget to renew your license. No, a Voluntary Surrender is something you do when you've been accused of something, and you voluntarily surrender you license five seconds before the state suspends you.  Here's an illustration: I'm a nurse. At various times in my 28 years of nursing I've done other things when I got burned out most notably a few years as a limousine driver even an Amway salesman at one point. I always, always renewed my nursing license — simply because it's easier to send the state $49.00 a month than to pay the $200, take a test, wait six weeks, etc., etc. I've worked (recently) in a Nursing Home where there was an 88 year old lawyer and a 95 year old physician. Both of them still had current licensures as well. They would never DREAM of letting their licenses lapse.  I happen to know there is currently in the Indiana State Prison in Michigan City Indiana an inmate who is a licensed physician, convicted of murder when he chased the two burglars who entered his home and terrorized his family into the street and killed them. (And I can't say I blame him for that, either.) This physician still has an active medical license and still sees patients, writes prescriptions, etc all from inside the prison. And he renews his medical license every two years, too. I tried looking up why she would Voluntarily surrender her license, but Illinois does not have it's 1993 records online.  But when I searched for Obama, I found this:  Voluntarily retired — what does that mean? Bill Clinton hung onto his law license until he was convicted of making a false statement in the Lewinsky case and had to Voluntarily Surrender his license too. President Barack Obama, former editor of the Harvard Law Review, is no longer a lawyer. He surrendered his license back in 2008 possibly to escape charges that he fibbed on his bar application.  This is the former editor of the Harvard Law Review who doesn’t seem to give a crap about his law license.  Something else odd while the Search feature brings up the names, any searches for the Disciplinary actions ends quickly.  As in, Too Quickly. Less than a half-second quickly on a Search Engine that can take five seconds to Search for anything. As in, there's a block on that information kind of thing.  So we have the first Lawyer President and First Lady — who don't actually have licenses to practice law. There's more to this story, I'm sure. I'll let you know when I find it."
"RUMEUR";"President Obama refuses to sign Eagle Scout certificates.";"April 2010";"The story you heard yesterday about President Obama refusing to sign Eagle Scout Awards is true.  He won't sign life saving awards either.  Every President since 1912 has been the honorary President of the Boy Scouts of America.  President Obama refused that honor.  Did you hear anything about the Boy Scouts 100th Anniversary? Why did the press ignore it?  Let's see, they promote honor, integrity, putting others first, love of country and of course they believe in God.  Not much press coverage on this story, the first president in 100 years to insult his finest citizens, Eagle Scouts."
"RUMEUR";"The basketball coaching job of Craig Robinson, Michelle Obama's brother, was saved by the hasty procurement of $17 million in federal stimulus funds.";"March 2010";"A Job Saved!  Some have said that the stimulus hasn't saved any jobs, but here is a case where at least one job was saved.  According to an unnamed source, Oregon State University Athletic Director Bob DeCarolis was considering firing their basketball coach, Craig Robinson, after an 8-11 start (2-5 in the Pac 10 conference).  When word of this reached Washington, UnderSecretary of Education Martha Kanter was dispatched to Corvallis with $17 million in stimulus money for the university. The source now says that Craig Robinson's job is safe for this year.  For the record, Coach Robinson just happens to be Michelle Obama's brother."
"RUMEUR";"President Obama has announced plans to ban recreational fishing in the U.S.";"March 2010";"Now there's a rumor that the President is preparing to ban recreational fishing. It has appeared on ESPN's site as if it were fact.  What could possibly be behind a story like this?"
"RUMEUR";"Photograph shows a Welcome to Kenya sign identifying that country as the birthplace of Barack Obama.";"February 2010";"Sign posted on the road just outside Nairobi, Kenya:"
"RUMEUR";"Barack Obama did not attend Columbia University.";"October 2009";"I have always wondered why NO ONE ever came forward from Obama's past saying they knew him, attended school with him, was his friend, etc. NO ONE, not one person has ever come forward from his past. VERY VERY STRANGE.  This should really be a cause for great concern.  To those who voted for him, YOU HAVE ELECTED THE BIGGEST UNQUALIFIED FRAUD that America has ever known!  This is very interesting stuff. Sort of adds credence to the idea of The Manchurian Candidate thing having happened here! Stephanopoulos of ABC news said the same thing during the 08' campaign. He too was a classmate of BO's at Columbia class of 1984. He said he never had one class with him.  Was he there?  While he is such a great orator, why doesn't anyone in Obama's college class remember him? Maybe he never attended class! Maybe he never attended Columbia? He won't allow Colombia to release his records either. Suspicious isn't it???  NOBODY REMEMBERS OBAMA AT COLUMBIA !!!!!!!  Looking for evidence of Obama's past, Fox News contacted 400 Columbia University students from the period when Obama claims to have been there, but none remembered him.  Wayne Allyn Root was, like Obama, a political science major at Columbia who also graduated in 1983. In 2008, Root says of Obama, I don't know a single person at Columbia that knew him, and they all know me. I don't have a classmate who ever knew Barack Obama at Columbia. Ever! Nobody recalls him. I'm not exaggerating, I'm not kidding.  Root adds that he was also, like Obama, Class of '83 political science, pre-law and says, You don't get more exact or closer than that. Never met him in my life, don't know anyone who ever met him.  At the class reunion, our 20th reunion five years ago, who was asked to be the speaker of the class? Me. No one ever heard of Barack! And five years ago, nobody even knew who he was. The guy who writes the class notes, who's kind of the, as we say in New York , the macha who knows everybody, has yet to find a person, a human who ever met him. Is that not strange?  It's very strange. Obama's photograph does not appear in the school's yearbook and Obama consistently declines requests to talk about his years at Columbia , provide schoolrecords, or provide the name of any former classmates or friends while at Columbia. http://en.wikipedia.org/wiki/Wayne_Allyn_Root NOTE: Root graduated as Valedictorian from his high school, Thornton-Donovan School, then graduated from Columbia University in 1983 as a Political Science major (in the same class as President Barack Obama WAS SUPPOSED TO HAVE BEEN IN).  Can it be that BHO is a complete fraud?? More intrigue concerning The Man who wasn't there."
"RUMEUR";"Photographs show President Obama using teleprompters to talk to a group of elementary school students.";"January 2010";"Apparently there is no venue too small to require multiple teleprompters. I saw these pictures and first thought they were photo shopped, but it ends up they are actual pictures from Obama talking to an elementary school classroom. And they made fun of Bush's communication skills ..."
"RUMEUR";"List details a trifecta of firsts related to President Obama.";"January 2010";"President Obama just completed the UNHOLY and ANTI-AMERICAN TRIFECTA:  1st president in 110 years to miss the annual Army-Navy Football Game.  1st president to not attend any Christmas religious observance.  1st president to stay on vacation after a terrorist attack."
"RUMEUR";"Photograph shows Barack and Michelle Obama saluting the U.S. flag with their left hands.";"November 2009";"When you've never said the Pledge of Allegiance before, you don't know what to do without a TelePrompter.  Please see image of Barrack and Michelle Obama, who seem to be saluting backwards. You will note that pin on lapel, wedding rings, and buttons on his jacket all appear in line with the picture not being photoshopped."
"RUMEUR";"A federal judge has ordered Barack Obama to prove his eligibility for the presidency in court on 26 January 2010.";"September 2009";"Very quietly Obama's citizenship case reaches the Supreme Court ...  Federal Judge Carter sets Trial Date for Obama's Eligibility!  The expedited trial has been set for Jan. 26, 2010!  Many concerned veterans and citizens attended the hearing in Federal Court in Santa Ana in the lawsuit against Barack Obama to determine his eligibility to be President and Commander in Chief. About 150 people showed up, almost all in support of the lawsuit to demand that Obama release his birth certificate and other records that he has hidden from the American people.  Judge David Carter refused to hear Obama's request for dismissal. He indicated there was almost no chance that this case would be dismissed. Obama is arguing this lawsuit was filed in the wrong court if you can believe that. Obama would prefer a kangaroo court instead of a Federal court! Assuming Judge Carter denies Obama's motion for dismissal, he will likely then order expedited discovery which will force Obama to release his birth certificate in a timely manner (if he has one).  The judge, WHO IS A FORMER U.S. MARINE, repeated several times that this is A VERY SERIOUS CASE which must be resolved quickly so that the troops know  that their Commander in Chief is eligible to hold that position and issue lawful orders to our military in this time of war. He basically said OBAMA MUST PROVE HIS ELIGIBILITY to the court! He said Americans deserve to know the truth about their President!  The two U.S. Attorneys representing Barack Obama tried everything they could to sway the judge that this case was frivolous, but Carter would have none of it and cut them off several times. Obama's attorneys left the courtroom after about the 90 minute hearing looking defeated and nervous.  Great day in America for the U.S. Constitution! The truth about Barack Obama's eligibility will be known fairly soon - Judge Carter practically guaranteed it!"
"RUMEUR";"Barack Obama's thesis for Columbia University, entitled Aristocracy Reborn, noted that America's founding fathers did not allow for economic freedom.";"October 2009";"I saw someone online claim that the following is a quote from Barack Obama's thesis at Columbia contains the following segment:  ... the Constitution allows for many things, but what it does not allow is the most revealing. The so-called Founders did not allow for economic freedom. While political freedom is supposedly a cornerstone of the document, the distribution of wealth is not even mentioned. While many believed that the new Constitution gave them liberty, it instead fitted them with the shackles of hypocrisy."
"RUMEUR";"A June 2004 Associated Press article identified Barack Obama as Kenyan-born.";"October 2009";"What most people know is that the Associated Press (AP) is one of the largest, internationally recognized, syndicated news services. What most people don't know that is in 2004, the AP was a birther news organization.  How so? Because in a syndicated report, published Sunday, June 27, 2004, by the Kenyan Standard Times, and which was, as of this report, available here.  The AP reporter stated the following:  Kenyan-born US Senate hopeful, Barrack Obama, appeared set to take over the Illinois Senate seat after his main rival, Jack Ryan, dropped out of the race on Friday night amid a furor over lurid sex club allegations."
"RUMEUR";"Photograph shows Barack and Michelle Obama at a White House ball or holiday party.";"September 2009";"This is supposed to be a photo of the Obamas at a White House state dinner, but I doubt it. Is this an old picture from a Halloween party or something?     I received this photo in an email captioned White House Ball. Is this for real? Or is it a a photo some one has tampered with to make it look this way?     This picture was emailed with the comment: Sometimes I miss Barbara and Laura Bush — and Jackie Kennedy in her little a-line dresses with matching hat and gloves! Is it real or retouched?     Is this the Obamas' 'actual' wedding photo?     Is this photo real? I have my doubts. Below is the accompanying text to the attached photo, received 9/28/09.  This was sent to me by an old ex-neighbor who wound up being a White House photographer. She said that after the Ball some fashion critics suggested that the attire could be questioned by some and therefore a lid was put on all photographs. This one happened to make it to my email, however, and I’m passing it along to a few.    [Collected via e-mail, April 2010] Were you invited to this St. Patricks Day party?  I don't care what political party you belong to, but I ask - can you imagine Barbara or Laura Bush or even the Clintons ever appearing in public dressed this way?  Ya'll wanted CHANGE.... Well here it is...."
"RUMEUR";"Photograph shows Barack Obama as a Black Panther party member.";"September 2009";"I wonder if this is on the up and up. It was making the inbox rounds at work.     I got this picture and wondered if it was real. I tend to think it is an email hoax.     I have received this photo a couple of times today from people saying it is a historical photo being suppressed by the main stream media."
"RUMEUR";"A Certified Registration of Birth issued in Kenya documents that Barack Obama was born in that country.";"February 2011";"Obama's hidden Birth Certificate !  Here it is folks! The document we have been waiting for! Now what, The Supreme Court?  Widely circulated challenge to Obama's Birthplace and to US Citizenship !  Whether we like it - believe it - or disbelieve it.  Barack Hussein Obama II General Hospital, Mombassa, Kenya where Obama was born a few hours later at 7:21 pm on August 4, 1961(what a sad day for the USA!). Four days later his mother flew to Hawaii and registered his birth in Honolulu as a certificate of live birth which omitted the place and hospital of birth.  Well, well, well, at last the 'real' thing. Now, what will happen?  Whom do you believe? This man should be impeached -- now!  Now if only someone in Congress or the Supreme Court will act on this!  If these documents are as authentic as they certainly seem to be, Obama is NOT qualified to be our President and he sits in the White House illegally!  This is what Obama has spent almost $2 M (so far) to hide."
"RUMEUR";"Video clip shows President Obama being snubbed while attempting to shake hands during a visit to Russia.";"July 2009";"Here is President Obama, the leader of the free world, coming out of the meeting with the Russians and no one seems to want to shake his hand. MSNBC said nothing about it but I found it amazing."
"RUMEUR";"Barack Obama must have used a non-U.S. passport to travel to Pakistan in 1981.";"June 2009";"More questions, and this time some good questions.  While I've little interest in getting in the middle of the Obama birth issue, Paul Hollrah over at FSM did so yesterday and believes the issue can be resolved by Obama answering one simple question:  What passport did he use when he was shuttling between New York, Jakarta, and Karachi ?  So how did a young man who arrived in New York in early June 1981, without the price of a hotel room in his pocket, suddenly come up with the price of a round-the-world trip just a month later?  And once he was on a plane, shuttling between New York, Jakarta, and Karachi, what passport was he offering when he passed through Customs and Immigration?  The American people not only deserve to have answers to these questions, they must have answers.  It makes the debate over Obama's citizenship a rather short and simple one.  Q: Did he travel to Pakistan in 1981, at age 20?  A: YES, by his own admission.  Q: What passport did he travel under?  A: There are only three possibilities:  1. He traveled with a U.S. Passport,  2. He traveled with a British passport, or  3. He traveled with an Indonesia passport.  Q: Is it possible that Obama traveled with a U.S. Passport in 1981?  A: No. It is not possible.  Pakistan was on the U.S. State Department's no travel list in 1981.  Conclusion: When Obama went to Pakistan in 1981 he was traveling either with a British passport or an Indonesian passport.  If he was traveling with a British passport that would provide proof that he was born in Kenya on August 4, 1961, NOT in Hawaii as he claims.  And if he was traveling with an Indonesian passport that would tend to prove that he relinquished whatever previous citizenship he held, British or American, prior to being adopted by his Indonesian step-father in 1967.  Whatever the truth of the matter, the American people need to know how he managed to become a natural born American citizen between 1981 and 2008.  Given the destructive nature of his plans for America, as illustrated by his speech before Congress and the disastrous spending plan he has presented to Congress, the sooner we learn the truth of all this, the better.  Count me in as one of those inquiring minds who'd at least like to know the answers to these easily answered (by Obama) questions."
"RUMEUR";"Obama administration representatives meeting with the auto industry advocated legislatively changing the laws of physics.";"June 2009";"GOT THIS FROM A FRIEND OF MINE AT TIME, INC. IN DETROIT. It is so funny, but damn scary to boot!  Monday morning I attended a breakfast meeting where the speaker/guest was David E. Cole, Chairman Center for Automotive Research (CAR). You have all likely heard CAR quoted, or referred to in the auto industry news lately.  Mr. Cole, who is an engineer by training, told many stories of the difficulty of working with the folks that the Obama administration has sent to save the auto industry. There have been many meetings where a 30+ year experience automotive expert has to listen to a newcomer to the industry, someone with zero manufacturing experience, zero auto industry experience, zero business experience, zero finance experience, and zero engineering experience, tell them how to run their business.  My favorite story is as follows:  There was a team of Obama people speaking to Mr. Cole (Engineer, automotive experience 40+ years, Chairman of CAR). They were explaining to Mr. Cole that the auto companies needed to make a car that was electric and liquid natural gas (LNG) with enough combined fuel to go 500 miles so we wouldn't need so many gas stations (A whole other topic). They were quoting BTUs of LNG and battery life that they had looked up on some website.  Mr. Cole explained that to do this you would need a trunk FULL of batteries and a LNG tank at big as a car to make that happen and that there were problems related to the laws of physics that prevented them from...  The Obama person interrupted and said (and I am quoting here) These laws of physics? Who's rules are those, we need to change that. (Some of the others wrote down the law name so they could look it up) We have the congress and the administration. We can repeal that law, amend it, or use an executive order to get rid of that problem. That's why we are here, to fix these sort of issues.  I feel so much better. I understand that Senator Isaac Newton is sponsoring Senate Bill Number 3.14.... to correct this errant package of laws preventing us from saving the world from the combustion engine."
"RUMEUR";"Barack Obama's status as a Muslim prevented his wife from traveling with him to Islamic countries in April 2009.";"May 2009";"This is a conversation between a friend of mine and two Arabs in Gainesville on May 2. We have always heard that once a Muslim always a Muslim, and it must still be true.  I was at Blockbusters on Saturday renting videos, and I was going along the wall and there was a video called Obama. I told the men next to me that I wouldn't waste my time. We talked about Obama. These guys were Arabs and I asked them why they thought Michele Obama headed home following her visit in France instead of traveling on to Saudi Arabia and Turkey with her husband. They said she couldn't go to Saudi Arabia, Turkey or Iraq.  I said, Laura Bush went to Saudi Arabia, Turkey, and Dubai.  They said that Obama is a Muslim and by Muslim law he would not be allowed to bring his wife into the countries that accept Sharia Law. Just thought it was interesting that the Arabs at Blockbusters accept the idea that we're being led by a Muslim who follows the Islamic creed. They also said that's the reason he bowed to the King of Saudi Arabia. It was a signal to the Muslim world. Just thought you would like to know.     Sheppard Smith, Fox News.  If you check President Obama's last trip overseas, his wife left just after their visit to France. She has yet to accompany him to any Arab country. Think about it. Why is Michelle returning to the states when 'official' trips to foreign countries generally include the First Lady.  Here's one thought on the matter.  While in a Blockbuster renting videos, I came across a video called Obama. There were two men standing next to me and we talked about President Obama. These guys were Arabs, so I asked them why they thought Michelle Obama headed home following the President's recent visit to France instead of traveling on to Saudi Arabia and Turkey with her husband. They told me she could not go to Saudi Arabia, Turkey or Iraq .....  I said Why not? Laura Bush went to Saudi Arabia, Turkey and Dubai. They said that Obama is a Muslim and therefore, he is not allowed to bring his wife into countries that adhere to Sharia Law."
"RUMEUR";"Recently released records document that Barack Obama received college financial aid in the U.S. as a foreign student from Indonesia.";"April 2009";"April 1, 2009  Final Nail In Obamas Lack Of US Citizenship Coffin?  AP- WASHINGTON D.C. - In a move certain to fuel the debate over Obamas qualifications for the presidency, the group Americans for Freedom of Information has released copies of President Obamas college transcripts from Occidental College. Released today, the transcript indicates that Obama, under the name Barry Soetoro, received financial aid as a foreign student from Indonesia as an undergraduate at the school. The transcript was released by Occidental College in compliance with a court order in a suit brought by the group in the Superior Court of California. The transcript shows that Obama (Soetoro) applied for financial aid and was awarded a fellowship for foreign students from the Fulbright Foundation Scholarship program. To qualify, for the scholarship, a student must claim foreign citizenship. This document would seem to provide the smoking gun that many of Obamas detractors have been seeking.  The news has created a firestorm at the White House as the release casts increasing doubt about Obamas legitimacy and qualification to serve as president. When reached for comment in London, where he has been in meetings with British Prime Minister Gordon Brown, Obama smiled but refused comment on the issue. Meanwhile, White House press secretary Robert Gibbs scoffed at the report stating that this was obviously another attempt by a right-wing conservative group to discredit the president and undermine the administrations efforts to move the country in a new direction.  Britain's Daily Mail has also carried the story in a front-page article titled, Obama Eligibility Questioned, leading some to speculate that the story may overshadow economic issues on Obamas first official visit to the U.K.  In a related matter, under growing pressure from several groups, Justice Antonin Scalia announced that the Supreme Court agreed on Tuesday to hear arguments  concerning Obamas legal eligibility to serve as President in a case brought by Leo Donofrio of New Jersey. This lawsuit claims Obama's dual citizenship disqualified him from serving as president. Donofrios case is just one of 18 suits brought by citizens demanding proof of Obamas citizenship or qualification to serve as president.  Gary Kreep of the United States Justice Foundation has released the results of their investigation of Obamas campaign spending. This study estimates that Obama has spent upwards of $950,000 in campaign funds in the past year with eleven law firms in 12 states for legal resources to block disclosure of any of his personal records. Mr. Kreep indicated that the investigation is still ongoing but that the final report will be provided to the U.S. attorney general, Eric Holder. Mr. Holder has refused to comment on the matter."
"RUMEUR";"A prophecy that a black man would inhabit the White house when pigs fly ties the Obama presidency to the swine flu.";"April 2009";"THERE IS A NEW RUMOR GOING AROUND THAT NOSTRADAMUS PREDICTED THE BLACK PRESIDENT & THAT PIGS WOULD FLY SOON AFTER. THEY ARE SAYING THAT THIS IS THE SWINE FLU EPIDEMIC.     you know the swine flu is going around and obama has had his 100 days in office right? well i heard a saying that says in 100 years (the 100 days obamas in office) the first black man will be president, pigs will fly (the swine flu).     For years people have said that there wouldn't be a black president until pigs could fly. Obama's been in office for 100 days and wouldn't you know it swine flu!"
"RUMEUR";"President Obama will legalize marijuana if one million people call a designated phone number.";"April 2009";"Comment: I got a text message this morning saying that Obama would legalize marijuana if it had 1 million supporters. We are supposed to call a phone number to record a vote - phone number 973.409.3274 and press pound - haven't done it, just wanted to check first."
"RUMEUR";"Message details requirements of the GIVE (Generations Invigorating Volunteerism and Education) act.";"April 2009";"Obama and his Youth Brigade  Is this the change you really voted for? President Obama has only been in office for two months. Now we have HR 1388. The Bill was sponsored by Rep. Carolyn McCarthy (D-NY) with 37 others. The Bill was introduced to the floor of the House of Representatives where both Republicans and Democrats voted 321-105 in favor. Next it goes to the Senate for a vote and then on to President Obama.  This bill's title is called Generations Invigorating Volunteerism and Education (GIVE). It forms what some are calling Obama's Youth Brigade. Obama's plan is require anyone receiving school loans and others to serve at least three months as part of the brigade .. His goal is one million youth! This has serious Nazi Germany overtones to it.  The Bill would forbid any student in the brigade to participate in engaging in religious instruction, conducting worship services, providing instruction as part of a program that includes mandatory religious instruction or worship, constructing or operating facilities devoted to religious instruction or worship, maintaining facilities primarily or inherently devoted to religious instruction or worship, or engaging in any form of religious proselytization. That means no church attendance or witnessing.  Again, is this what America voted for? Here is part of the HR1388 Bill's wording:  SEC. 1304 PROHIBITED ACTIVITIES AND INELIGIBLE ORGANIZATIONS.  Section 125 (42 U.S.C. 12575) is amended to read as follows:  SEC. 125. PROHIBITED ACTIVITIES AND INELIGIBLE ORGANIZATIONS.  (a) Prohibited Activities - A participant in an approved national service position under this subtitle may not engage in the following activities:  (1) Attempting to influence legislation.  (2) Organizing or engaging in protests, petitions, boycotts, or strikes.  (7) Engaging in religious instruction, conducting worship services, providing instruction as part of a program that includes mandatory religious instruction or worship, constructing or operating facilities devoted to religious instruction or worship, maintaining facilities primarily or inherently devoted to religious instruction or worship, or engaging in any form of religious proselytization.  This bill DOES exist. It has been passed in the House of Representatives and is now in the Senate. I have just looked it up. Below is the link with the bill if you wish to read it.  I am not sure that it disallows one from attending church. But it certainly prohibits any sort of participation in teaching or leading. http://www.opencongress.org/bill/111-h1388/text"
"RUMEUR";"Message details decisions made by President Obama in directing the rescue of Captain Richard Phillips from Somali pirates.";"April 2009";"Having spoken to some SEAL pals here in Virginia Beach yesterday and asking why this thing dragged out for 4 days, I got the following:  1. BHO wouldn't authorize the DEVGRU/NSWC SEAL teams to the scene for 36 hours going against OSC (on scene commander) recommendation.  2. Once they arrived, BHO imposed restrictions on their ROE that they couldn't do anything unless the hostage's life was in imminent danger  3. The first time the hostage jumped, the SEALS had the raggies all sighted in, but could not fire due to ROE restriction.  4. When the navy RIB came under fire as it approached with supplies, no fire was returned due to ROE restrictions. As the raggies were shooting at the RIB, they were exposed and the SEALS had them all dialed in.  5. BHO specifically denied two rescue plans developed by the Bainbridge CPN and SEAL teams  6. Bainbridge CPN and SEAL team CDR finally decide they have the OpArea and OSC authority to solely determine risk to hostage. 4 hours later, 3 dead raggies  7. BHO immediately claims credit for his daring and decisive behaviour. As usual with him, it's BS.  So per our last email thread, I'm downgrading Oohbaby's performace to D-. Only reason it's not an F is that the hostage survived. Read the following accurate account.  Philips' first leap into the warm, dark water of the Indian Ocean Bainbridge in range and a rescue by his country's Navy possible, Philips threw himself off of his lifeboat prison, enabling Navy shooters onboard the destroyer a clear shot at his captors — and none was taken.  The guidance from National Command Authority — the president of the United States, Barack Obama — had been clear: a peaceful solution was the only acceptable outcome to this standoff unless the hostage's life was in clear, extreme danger.  The next day, a small Navy boat approaching the floating raft was fired on by the Somali pirates — and again no fire was returned and no pirates killed. This was again due to the cautious stance assumed by Navy personnel thanks to the combination of a lack of clear guidance from Washington and a mandate from the  commander in chief's staff not to act until Obama, a man with no background of dealing with such issues and no track record of decisiveness, decided that any outcome other than a peaceful solution would be acceptable.  After taking fire from the Somali kidnappers again Saturday night, the on scene commander decided he'd had enough.  Keeping his authority to act in the case of a clear and present danger to the hostage's life and having heard nothing from Washington since yet another request to mount a rescue operation had been denied the day before, the Navy officer — unnamed in all media reports to date — decided the AK47 one captor had leveled at Philips' back was a threat to the hostage's life and ordered the NSWC team to take their shots.  Three rounds downrange later, all three brigands became enemy KIA and Philips was safe.  There is upside, downside, and spinside to the series of events over the last week that culminated in yesterday's dramatic rescue of an American hostage.  Almost immediately following word of the rescue, the Obama administration and its supporters claimed victory against pirates in the Indian Ocean and declared that the dramatic end to the standoff put paid to questions of the inexperienced president's toughness and decisiveness.  Despite the Obama administration's (and its sycophants') attempt to spin yesterday's success as a result of bold, decisive leadership by the inexperienced president, the reality is nothing of the sort.  What should have been a standoff lasting only hours — as long as it took the USS Bainbridge and its team of NSWC operators to steam to the location — became an embarrassing four day and counting standoff between a ragtag handful of criminals with rifles and a U.S. Navy warship."
"RUMEUR";"CIA director Leon Panetta's daughter is a radical anti-American.";"February 2009";"WILL PANETTA HAVE TO INVESTIGATE HIS OWN DAUGHTER??????????  You'll most likely never hear about it in the media.  THE NEW CIA DIRECTOR'S DAUGHTER...Can this really be true??  Linda Panetta the daughter of Leon Panetta, who was recently named by Barack Obama to be the new CIA director.  Linda is a supporter of all the anti-American regimes in this Hemisphere. Here she is with Hugo Chavez [Venezuela] and Daniel Ortega [Nicaragua], two sworn enemies of the United States.  She is a radical anti-American activist who wants to close the anti-terrorist School of the Americas, in Fort Benning, Georgia, where Colombian soldiers are trained. She says they are training criminals and is against any aid to the government of Colombia, our main ally in the region.  Would any reasonable and impartial individual be concerned if any of her activities are not duly probed and questioned during her father's confirmation hearings, would the Senate advise or consent?"
"RUMEUR";"Photograph shows the tail number of Air Force One to be 'N166ER.'";"February 2009";"LOOK AT THE TAIL SECTION!  Check the tail number on Air Force 1"
"RUMEUR";"President Obama issued an order providing funds to allow hundreds of thousands of Palestinians to resettle in the United States.";"February 2009";"President Barack Obama has signed an executive order presidential determination allowing hundreds of thousands of Palestinians to resettle in the United States. Sure, what can go wrong when we allow hundreds of thousands of people who have been, as Mark Steyn memorably described,  marinated in a sick death cult, who voted for Hamas, and 55% of whom support suicide bombings live here and at the American taxpayers' expense:  By executive order, President Barack Obama has ordered the expenditure of $20.3 million in migration assistance to the Palestinian refugees and conflict victims in Gaza.  The presidential determination which allows hundreds of thousands of Palestinians with ties to Hamas to resettle in the United States was signed on January 27 and appeared in the Federal Register on February 4. President Obama's decision, according to the Register, was necessitated by the urgent refugee and migration needs of the victims.  Few on Capitol Hill took note that the order provides a free ticket replete with housing and food allowances to individuals who have displayed their overwhelming support of the Islamic Resistance Movement (Hamas) in the parliamentary election of January 2006."
"RUMEUR";"Scholars at the Smithsonian Institution have uncovered new interpretations of Nostradamus that relate to Barack Obama.";"November 2008";"An email is being spread around claiming a Professor from the famous Smithsonian Institution has released information on April 10th 2008 based on Nostradamus prophecies. The body of the email is sent below.     Scholars for the Smithsonian Institute have uncovered new interpretations that may relate to Barack Obama, the Illinois senator vying to become the next US president. Professor Eugene Randell, Deputy Director of the Smithsonian Institution Archives has released information pertaining to the up and coming US elections. The Institute which holds some very rare Nostradamus manuscripts, believes that some of the quatrains written by the 16th century soothsayer are very close to describing the fight for the White House that is happening now.  [Rest of article here.]"
