type_rumor;title;date;content
"RUMEUR";"Eggs and popcorn kernels can be cooked by placing them between activated cell phones.";"May 2007";"We need: One egg and 2 mobiles  65 minutes to call from one phone to the other  Set up something like in the graphic  We'll initiate the call between the mobiles to last for 65 min's approximately  Nothing will happen on the first 15 minutes... After 25 minutes the egg starts warming up, after 45 min's The egg is already hot and after 65 min's the egg is cooked Conclusion: If the microwave radiation emitted by the mobiles is capable to modify the proteins in the egg. Imagine what it can do with the proteins in our brains when we talk through the mobiles."
"RUMEUR";"Stars can be viewed during the day from the bottom of a well.";"September 2004";"Is it true or false that a person can see stars in the sky during the daytime through a tall chimney, or from the bottom of a well?"
"RUMEUR";"Experiment proves water that has been boiled in a microwave oven is harmful to plants.";"2006";"Microwaved Water - See What It Does To Plants Below is a science fair project that my granddaughter did for 2006. In it she took filered water and divided it into two parts.. The first part she heated to boiling in a pan on the stove, and the second part she heated to boiling in a microwave. Then after cooling she used the water to water two identical plants to see if there would be any difference in the growth between the normal boiled water and the water boiled in a microwave. She was thinking that the structure or energy of the water may be compromised by microwave. As it turned out, even she was amazed at the difference.        I have known for years that the problem with microwaved anything is not the radiation people used to worry about, It's how it corrupts the DNA in the food so the body can not recognize it. So the body wraps it in fat cells to protect itself from the dead food or it eliminates it fast.. Think of all the Mothers heating up milk in these Safe appliances. What about the nurse in Canada that warmed up blood for a transfusion patient and accidently killed them when the blood went in dead. But the makers say it's safe.. Never mind then, keep using them. Ask your Doctor I am sure they will say it's safe too. Proof is in the pictures of living plants dying. Remember You are also Living. Take Care."
"RUMEUR";"The contents of a few cans of frozen shaving cream will, when thawed, expand to fill an automobile.";"2006";"I heard that if you freeze two cans of shaving cream (conventional freezer, or liquid nitrogen), then cut the cans open so you can take the frozen solid shaving cream out, and place them in a car, when they thaw out the entire car will be filled with shaving cream."
"RUMEUR";"Sneezing seven times in a row is the same as an orgasm.";"2001";"My younger brother has come to me asking if it's true that if you sneeze eight times in a row you'll have an orgasm. Never having sneezed eight times in a row, and unwilling to make myself sneeze to find out I ask you."
"RUMEUR";"Dihydrogen monoxide is a dangerous chemical that should be banned.";"March 2015";"I've been seeing on the internet stories about Subway Sandwich shop using a chemical called DHMO (dihygroden monoxide) in their bread that is supposed to be and industrial solvent used in fire retardant materials and is waste from nuclear power plants, it is supposed to be toxic. I was wondering the truth behind this rumor and if you guys could investigate?"
"RUMEUR";"A planet-dissolving dust cloud will wipe out our solar system in December 2014.";"November 2014";"Is this true? PLANET-DISSOLVING DUST CLOUD IS HEADED TOWARD EARTH! Supposed to happen on December 1, 2014."
"RUMEUR";"You should leave a window open slightly during a hurricane to equalize pressure.";"2005";"Is it true or false that one should open a window slightly during a hurricane to equalize the inner pressure of a house and the outside lower pressure of the hurricane?"
"RUMEUR";"Even when your cell phone signal is blocked, dialing 112 will connect you with an emergency call center.";"2005";"Important Number you should note  If you travel to work on the tube please note the following information: If your mobile phone has no signal (so even if you were in a tunnel) if you dial 112 it diverts to a satellite signal and puts you through to the 999 call centre.  ALL phone companies have signed up and as it is a satellite service it also gives them a trace to you if you don't know where you are."
"RUMEUR";"The Coriolis force influences which direction water spirals down drains and toilets in different hemispheres.";"2003";"Water in a pan, sink, or toilet rotates counter clockwise in the northern hemisphere and clockwise in the southern hemisphere. This is due to the Coriolis Effect, which is caused by the rotation of the Earth."
"RUMEUR";"A star named Aderoid will make a remarkably close approach to Earth in <nobr>June 2011.</nobr>";"June 2010";"[Collected via e-mail, June 2010] 21st June - the Whole World is waiting for...  Star Aderoid will be the brightest in the sky, starting 10 June. It will look as large as the sun from naked eye. This will culminate on 21st june when the star comes within 34.65 Million miles of the Earth.  Be sure to watch the sky on june. 21 at 12:30 pm It will look like the earth has 2 Suns.!! The next time Aderoid may come this close is in 2287"
"RUMEUR";"The planet Mars will make a once-in-our-lifetimes, remarkably close approach to Earth on <nobr>27 August</nobr> 2014.";"August 2014";"SEE MARS AS LARGE AS THE FULL MOON ON 27TH AUGUST 2014. Should be spectacular! Truly a once in a lifetime experience!   "
"RUMEUR";"A penny placed on the tracks will derail a train.";"2001";"I smashed a penny on the railroad tie last Friday, and was advised by someone that I could have derailed the train. I've heard this before, and I think it could be an urban legend, but wasn't sure."
"RUMEUR";"A special property of the equinox allows eggs (or brooms) to be balanced on their ends that day.";"February 2012";"Facebook has been running wild this with pictures of brooms standing up by themselves & eggs standing up on end. Everyone is saying this is due to planetary alignment and the way the earth is tilted on it's axis this week only.     Is it true that the equinox can cause a broom to obtain the right amount of gravitational pull to allow it to stand on its own or is it simply a balancing act?"
"RUMEUR";"A special compound added to the water in swimming pools will reveal the presence of urine and catch those who peel in the pool.";"1994";"In 1958 I spent two weeks visiting my father in Sacramento, California. At the YMCA pool, I was told by fellow-children that this chemical (colour was red) was in the water. I was told the horrible embarrassment of being discovered peeing in the water had happened to a FOAF only last week. I never tried it out, obviously. Too terrified to even THINK of it. Never saw red stains in the water, either."
"RUMEUR";"Eleven passenger planes are missing from an airport in Libya.";"September 2014";"Seeking truth in stir of 11 missing / stolen commercial airliners from the Libyan airport during the fall of Tripoli."
"RUMEUR";"Forty Marines rescued children from a Pentagon daycare facility on 9/11, then enclosed them in a protective corral of cribs.";"September 2008";"I wonder why, no, I know why you never saw this on the mainstream media!  Just came from the memorial ceremony here at NORTHCOM. LTC (CH) Robert Leivers led the group in a ceremony here at the headquarters. During the ceremony, he relayed this little-known story from the Pentagon on 9/11: During a visit with a fellow chaplain, who happened to be assigned to the Pentagon, I had a chance to hear a first-hand account of an incident that happened right after Flt 77 hit the Pentagon. The Chaplain told me what happened at a daycare center near where the impact occurred.  This daycare had many children, including infants who were in heavy cribs. The daycare supervisor, looking at all the children they needed to evacuate, was in a panic over what they could do there were many children, mostly toddlers, as well as the infants that would need to be taken out with the cribs. There was no time to try to bundle them into carriers and strollers.  Just then a young Marine came running into the center and asked what they needed. After hearing what the center director was trying to do, he ran back out into the hallway and disappeared. The director thought, 'well, there we are- on our own.' About 2 minutes later, that Marine returned with 40 others in tow. Each of them grabbed a crib with a child, and the rest started gathering up toddlers. The director and her staff then helped them take all the children out of the center and down toward the park near the Potomac and the Pentagon.  Once they got about 3/4 of a mile outside the building, the Marines stopped in the park, and then did a fabulous thing - they formed a circle with the cribs, which were quite sturdy and heavy, like the covered wagons in the West. Inside this circle of cribs, they put the toddlers, to keep them from wandering off. Outside this circle were the 40 Marines, forming a perimeter around the children and waiting for instructions. There they remained until the parents could be notified and come get their children.  The NORTHCOM chaplain then said- I don't think any of us saw nor heard of this on any of the news stories of the day. It was an incredible story.  I must say- there wasn't a dry eye in the room. The thought of those Marines and what they did and how fast they reacted- could we expect any less from them?? It was one of the most touching stories from the Pentagon I've EVER heard.   "
"RUMEUR";"Anti-terrorism presentation describes suspicious activities in the Fresno, California, area.";"March 2010";"This is from a retired CHP Officer and ex military.  Makes you wonder why these guys (Ragheads) are always sitting at the end of the runway on Tuesday when I go to our POP meetings.. etc....  I received this from my ex-homicide partner who is still active in law enforcement circles in the Fresno area.  Excuse the language but don't excuse the facts. Don't give up your guns, and buy necessary ammunition if you can find it. Be cautious and alert. Be ready if, God forbid, we need to protect our families and loved ones.     If You weren't at Rotary Friday. You missed the only decent speaker we've had in more than a year. LTC John Cotter is the 144th Fighter Wing's antiterrorism officer. (Tony, you might remember him as Maj. Cotter who was the PIO the last time we dealt with him).  Anyway, John had a two-part presentation. First part was describing his job as the units antiterrorism officer. Pretty standard stuff.  The second part was information that will curl your hair. A Part-time air guardsman works as a checker at local Von's. Two women in full burkas (or whatever the hell they're called) buy every pre-paid cellphone in the store. Clerk/airman gets to thinking about it. Goes to Cotter and reports incident.  Cotter asks store for surveillance video. It's scary enough that he contacts Fresno FBI.  FBI investigates, determines these women have been doing this all  over the Valley. Cell phones shipped through Canada to Iraq/Afghanistan where they become triggers for roadside bombs.  The Shell station at Peach and Shaw. Every time a local GI goes there in fatigues they are asked specific questions.  What is your unit? When are you deploying? How many aircraft are you taking?  The F-16s out of Fresno fly CAP for west coast. As such they are the first line of defense so they have the US 's most sophisticated air-to-air missiles. Foreign governments would like to get their hands on those missiles or at least learn how to build them. Also how many we have, etc. Two spy groups are working on it, one based at Fashion Fair Mall (the F-16s take-off pattern) and one based at Sierra Vista Mall (the F-16s landing pattern).  Cotter said the ragheads (but we don't profile) are always probing the base. Two dorks in a pickup show up at the front gate wanting to deliver a package marked Air National Guard, Fresno. No postage, no UPS, no FedEx, no DHL, no nothing. Just a probe.  I asked Cotter why we haven't seen anything about this in The Bee, on KMJ, on local TV news. He said they're not interested. (That really pissed me off). Since Friday I've learned of two other things. My brother-in-law Frank, a mucky-muck from Avaya. He had a Muslim tech who took a leave-of-absence for 6 weeks in Afghanistan. After the 6 weeks were up he called from New York requesting an extension. Frank (who does profile) said, **** you, you're fired, and called the Fresno FBI who were very interested. Don't know the outcome.  A Muslim who owns a liquor store in my former hometown of Kingsburg was constantly bugging customers to buy guns for him. Finally one of the guys I grew up with called the FBI.  We are a country at war and these **** ers are in among us. I don't care what Janet Napolitano says, it's a fight to the death and we damned sure better be prepared. Brother-in-law Frank has a theory and I think it may be closer to the truth than Homeland Security wants to admit. There are a certain number (probably a big number) of Muslims among us who are awaiting the trigger date and will begin randomly killing as many of us as they can, sort of a Fort Hood on steroids. I know I'm getting prepared to shoot back.  Two items of interest. Sheriff Margaret Mims wants to grant concealed carry permits to all who are qualified. Columnist Jim Boren, among the most bleeding of the bleeding heart liberals, says it's time for Fresno residents to arm themselves."
"RUMEUR";"During the 1987 Iran-Contra hearings, Oliver North warned Congress that Osama bin Laden was the most evil person alive and that an assassin team [should] be formed to eliminate him and his men from the face of the earth.";"November 2001";"Remember this?  I was at a UNC lecture the other day where they played a video of Oliver North during the Iran-Contra deals during the Reagan administration. I was only 14 back then but was surprised by this particular clip. There was Olie in front of God and Country getting the third degree. But what he said stunned me. He was being drilled by some senator I didn't recognize who asked him:  'Did you not recently spend close to $60,000 for a home security system?'  Oliver replied, 'Yes I did sir.'  The senator continued, trying to get a laugh out of the audience, 'Isn't this just a little excessive?'  'No sir,' continued Oliver.  'No. And why not?'  'Because the life of my family and I were threatened.'  'Threatened? By who.'  'By a terrorist, sir.'  'Terrorist? What terrorist could possibly scare you that much?'  'His name is Osama bin Laden.'  At this point the senator tried to repeat the name, but couldn't pronounce it, which most people back then probably couldn't. A couple of people laughed at the attempt. Then the senator continued.  'Why are you so afraid of this man?'  'Because sir, he is the most evil person alive that I know of.'  'And what do you recommend we do about him?'  'If it were me I would recommend an assassin team be formed to eliminate him and his men from the face of the earth.'  The senator disagreed with this approach and that was all they showed of the clip.  It's scary when you think 15 years ago the government was aware of Osama bin Laden and his potential threat to the security of the world. I guess like all great tyrants they start small but if left untended spread like the virus they truly are."
"RUMEUR";"You can aid the search for Osama Bin Laden by donating money to a band of hackers.";"2001";"Subject: Help to find Osama Bin Laden - the most wanted terrorist.  Dear Human,  You are here to contribute finding location of Osama Bin Laden, the world most dangerous and wanted terrorist. Read below to know HOW.  We currently know that his group uses encryptions methods named steganography and public/private key encryption. (go www.pgp.com, www.google.com - seek for steganography for more information). We will not be able to crack down their conversation, but we will be able to find PRESENCE of that conversation (Osama uses well-known software, this gives us probability to implement robots that will locate usage of that software). And this will help us to track down his coordinates - then we think that official agencies will easily take care of  him.  So who we are - we are group of enthusiasts - 7 hackers, 2 security analysts, 4 agents, and 2 managers is the CORE of team. So, pretty small team, but our individuals are EXTREMLY TALENTED. And many enthusiasts on the Net, which are ready to help install taps and other helpful things to track down steganography usage.  Currently we look for funding. To perform this operation well we need $160,000 during the next two weeks. You alone probably will not donate such amount for yet another possibility to find bin Laden. But TOGETHER we sure, that this amount will be easily reached. As our actions are against the law (normal citizen is not allowed to tap information, hack into providers :-), we are looking for alternative funding, funding from publicity. We hope everyone on the planet understand that terror should be stopped using any possible ways.  How to donate. We should know who you are (of course you can be anonymous), because if we successfully catch Osama, we will REFUND all the money and send you report. Write in payment details: donation of john@yahoo.com. Also, use highest possible urgency level, as we should finish with the task as soon, as possible, while their group have not performed new hijacks.  Here are wire tranfer info:  Bank account: 336738570000  Name on account (beneficiary): Yury Mikhnavets  Name of the bank: SAMPO PANK  Bank address: Tallinn, Estonia, Narva mnt 11, 15015  S.W.I.F.T: FOREE2X  Payment details: donation of   Correspondent Bank: Bankers Trust Company  Correspondent Bank S.W.I.F.T: BKTRUS33  Urgency: the most urgent!  Also, please, forward this message to those, who may help us, because funding of our goals will help the whole world.  Thank you for your support,  Yury."
"RUMEUR";"Nostradamus predicted the 9/11 attacks on the World Trade Center.";"September 2001";"In the City of God there will be a great thunder,  Two brothers torn apart by Chaos,  while the fortress endures,  the great leader will succumb,  The third big war will begin when the big city is burning  Nostradamus 1654"
"RUMEUR";"Clear Channel Communications banned their American radio stations from playing specified songs in order to avoid offending listeners.";"2001";"Those of you in the Thought Police will find the following encouraging. Others of you might find it troubling:  In response to Tuesday's terrorist attacks, Clear Channel, the world's largest radio network, has sent out a list of some 150 lyrically questionable songs by everyone from the Animals to the Zombies which it has banned its stations from playing. Some songs are overtly violent in their intent, but the majority simply contain metaphorical language or narrative aspects that connect uncomfortably with the tragedy.  Clear Channel's List of Songs with Questionable Lyrics  Drowning Pool Bodies  Mudvayne Death Blooms  Megadeth Dread and the Fugitive  Megadeth Sweating Bullets  Saliva Click Click Boom  P.O.D. Boom  Metallica Seek and Destroy  Metallica Harvester or Sorrow  Metallica Enter Sandman  Metallica Fade to Black  All Rage Against The Machine songs  Nine Inch Nails Head Like a Hole  Godsmack Bad Religion  Tool Intolerance  Soundgarden Blow Up the Outside World  AC/DC Shot Down in Flames  AC/DC Shoot to Thrill  AC/DC Dirty Deeds  AC/DC Highway to Hell  AC/DC Safe in New York City  AC/DC TNT  AC/DC Hell's Bells  Black Sabbath War Pigs  Black Sabbath Sabbath Bloody Sabbath  Black Sabbath Suicide Solution  Dio Holy Diver  Steve Miller Jet Airliner  Van Halen Jump  Queen Another One Bites the Dust  Queen Killer Queen  Pat Benatar Hit Me with Your Best Shot  Pat Benatar Love is a Battlefield  Oingo Boingo Dead Man's Party  REM It's the End of the World as We Know It  Talking Heads Burning Down the House  Judas Priest Some Heads Are Gonna Roll  Pink Floyd Run Like Hell  Pink Floyd Mother  Savage Garden Crash and Burn  Dave Matthews Band Crash Into Me  Bangles Walk Like an Egyptian  Pretenders My City Was Gone  Alanis Morissette Ironic  Barenaked Ladies Falling for the First Time  Fuel Bad Day  John Parr St. Elmo's Fire  Peter Gabriel When You're Falling  Kansas Dust in the Wind  Led Zeppelin Stairway to Heaven  The Beatles A Day in the Life  The Beatles Lucy in the Sky with Diamonds  The Beatles Ticket To Ride  The Beatles Obla Di, Obla Da  Bob Dylan/Guns N Roses Knockin' on Heaven's Door  Arthur Brown Fire  Blue Oyster Cult Burnin' For You  Paul McCartney and Wings Live and Let Die  Jimmy Hendrix Hey Joe  Jackson Brown Doctor My Eyes  John Mellencamp Crumbling Down  John Mellencamp I'm On Fire  U2 Sunday Bloody Sunday  Boston Smokin  Billy Joel Only the Good Die Young  Barry McGuire Eve of Destruction  Steam Na Na Na Na Hey Hey  Drifters On Broadway  Shelly Fabares Johnny Angel  Los Bravos Black is Black  Peter and Gordon I Go To Pieces  Peter and Gordon A World Without Love  Elvis (You're the) Devil in Disguise  Zombies She's Not There  Elton John Benny & The Jets  Elton John Daniel  Elton John Rocket Man  Jerry Lee Lewis Great Balls of Fire  Santana Evil Ways  Louis Armstrong What A Wonderful World  Youngbloods Get Together  Ad Libs The Boy from New York City  Peter Paul and Mary Blowin' in the Wind  Peter Paul and Mary Leavin' on a Jet Plane  Rolling Stones Ruby Tuesday  Simon And Garfunkel Bridge Over Troubled Water  Happenings See You in Septemeber  Carole King I Feel the Earth Move  Yager and Evans In the Year 2525  Norman Greenbaum Spirit in the Sky  Brooklyn Bridge Worst That Could Happen  Three Degrees When Will I See You Again  Cat Stevens Peace Train  Cat Stevens Morning Has Broken  Jan and Dean Dead Man's Curve  Martha & the Vandellas Nowhere to Run  Martha and the Vandellas/Van Halen Dancing in the Streets  Hollies He Ain't Heavy, He's My Brother  San Cooke Herman Hermits, Wonder World  Petula Clark A Sign of the Times  Don McLean American Pie  J. Frank Wilson Last Kiss  Buddy Holly and the Crickets That'll Be the Day  John Lennon Imagine  Bobby Darin Mack the Knife  The Clash Rock the Casbah  Surfaris Wipeout  Blood Sweat and Tears And When I Die  Dave Clark Five Bits and Pieces  Tramps Disco Inferno  Paper Lace The Night Chicago Died  Frank Sinatra New York, New York  Creedence Clearwater Revival Travelin' Band  The Gap Band You Dropped a Bomb On Me  Alien Ant Farm Smooth Criminal  3 Doors Down Duck and Run  The Doors The End  Third Eye Blind Jumper  Neil Diamond America  Lenny Kravitz Fly Away  Tom Petty Free Fallin'  Bruce Springsteen I'm On Fire  Bruce Springsteen Goin' Down  Phil Collins In the Air Tonight  Alice in Chains Rooster  Alice in Chains Sea of Sorrow  Alice in Chains Down in a Hole  Alice in Chains Them Bone  Beastie Boys Sure Shot  Beastie Boys Sabotage  The Cult Fire Woman  Everclear Santa Monica  Filter Hey Man, Nice Shot  Foo Fighters Learn to Fly  Korn Falling Away From Me  Red Hot Chili Peppers Aeroplane  Red Hot Chili Peppers Under the Bridge  Smashing Pumpkins Bullet With Butterfly Wings  System of a Down Chop Suey!  Skeeter Davis End of the World  Rickey Nelson Travelin' Man  Chi-Lites Have You Seen Her  Animals We Gotta Get Out of This Place  Fontella Bass Rescue Me  Mitch Ryder and the Detroit Wheels Devil with the Blue Dress  James Taylor Fire and Rain  Edwin Starr/Bruce Springstein War  Lynyrd Skynyrd Tuesday's Gone  Limp Bizkit Break Stuff  Green Day Brain Stew  Temple of the Dog Say Hello to Heaven  Sugar Ray Fly  Local H Bound for the Floor  Slipknot Left Behind, Wait and Bleed  Bush Speed Kills  311 Down  Stone Temple Pilots Big Bang Baby, Dead and Bloated  Soundgarden Fell on Black Days, Black Hole Sun  Nina 99 Luft Balloons/99 Red Balloons"
"RUMEUR";"Significance can be found in numbers relating to the <nobr>September 11</nobr> terrorist attacks on the U.S.";"2001";"The date of the attack: 9/11 - 9 + 1 + 1 = 11  September 11th is the 254th day of the year: 2 + 5 + 4 = 11  After September 11th there are 111 days left to the end of the year.  119 is the area code to Iraq/Iran. 1 + 1 + 9 = 11  Twin Towers — standing side by side, looks like the number 11  The first plane to hit the towers was Flight 11  But ....There's More.......  State of New York - The 11th State added to the Union  New York City — 11 Letters  Afghanistan — 11 Letters  The Pentagon — 11 Letters  Ramzi Yousef — 11 Letters (convicted of orchestrating the attack on the WTC in 1993)  Flight 11 — 92 on board - 9 + 2 = 11  Flight 77 — 65 on board - 6 + 5 = 11"
"RUMEUR";"Osama bin Laden owns extensive gum arabic holdings.";"2001";"Early this morning I was listening to the news. One of the commentators said that Osama Bin Laden owns a HUGE amount of stock in the company that makes Gum Arabic.  Gum Arabic is known to be in some Softdrinks and many other food items. Check your cupboards and refrigerators, if you have products that use Gum Arabic get rid of them and do not buy products with the Gum Arabic additive.  If we continue to use these products that contain Gum Arabic we are in essence supporting this mans terrorist attacks against OUR FELLOW AMERICANS!  One thing that the US helps Osama Bin Laden is, he owns the COMPANY that makes GUM ARABIC mostly used in pop MOUNTAIN DEW IS ONE OF THEM, and other things. GUM ARABIC keeps things from settling in bottles and cans. STOP BUYING ANYTHING WITH GUM ARABIC IN ITS CONTENTS. THE MONEY Goes to Bin Laden company. PLEASE SEND THIS TO EVERYONE. This was on the news today."
"RUMEUR";"A Flight 175 passenger who insisted upon retrieving his forgotten tefillin delayed the doomed flight.";"2006";"David Miller* [*not his real name], a pious observant Jew was at Logan Airport getting ready to board United Flight 175. He was going to LA on an important business trip and had to make this flight. A lot depended on it. He boarded the plane, watched the doors close, and sat down.  Suddenly he remembered that he left his tefillin (ritual boxes with straps worn by Jewish men in prayer) in the terminal boarding area. He politely asked the stewardess if he could go back and retrieve his tefillin, which were sitting just a few feet from the gate.  She told him that once the doors of the plane closed, no one was allowed off the plane. Not about to take this sitting down, he asked if he could speak to the pilot to obtain special permission. Surely the pilot would understand. The pilot did not comply. He simply restated the policy.  David was not about to lose this precious mitzvah, or let the holy tefillin get lost like that, so, not knowing what else to do, he started screaming at the top of his lungs, I am going to lose my tefillin. The crew asked him to be quiet, but he refused to stop making a fuss — a rather loud fuss.  Finally, he was making such a ruckus and a tumult that the flight crew told him that they would let him off the plane, simply because he was a nuisance. In fact, even though it would only take about 90 seconds to run out, grab his tefillin, and run back - they were not going to wait for him.  No matter. David was not about to lose his tefillin, even if it caused him great inconvenience or cost his business a loss. He left the plane, never to reboard.  This flight was United #175. The second plane to reach the WTC. David's devotion to a mitzvah saved his life.  The consequences of David's actions do not end there. Originally the terrorists wanted both towers struck simultaneously to maximize the explosive carnage. Later it was learned that due to this whole tumult, the takeoff was delayed, causing a space of 18 minutes between the striking of the two towers. This delay made it possible for thousands more people to escape alive from both buildings.  Literally thousands, if not tens of thousands, of lives were spared because one Jew would not forsake his beloved tefillin."
"RUMEUR";"CNN used old footage to fake images of 'Palestinians dancing in the street' after the terrorist attack on the USA.";"2001";"All around the world we are subjected to 3 or 4 huge news distributors, and one of them - as you well know - is CNN. Very well, I guess all of you have been seeing (just as I've been) images from this company. In particular, one set of images called my attencion: the Palestinians celebrating the bombing, out on the streets, eating some cake and making funny faces for the camera. Well, THOSE IMAGES WERE SHOT BACK IN 1991!!! Those are images of Palestinians celebrating the invasion of Kuwait! It's simply unacceptable that a super-power of cumminications as CNN uses images which do not correspond to the reality in talking about so serious an issue. A teacher of mine, here in Brazil, has videotapes recorded in 1991, with the very same images he's been sending emails to CNN, Globo (the major TV network in Brazil) and newspapers, denouncing what I myself classify as a crime against the public opinion. If anyone of you has access to this kind of files, serch for it. In the meanwhile, I'll try to 'put my hands' on a copy of this tape.  But now, think for a moment about the impact of such mages. Your people is hurt, emotionally fragile, and this kind broadcast have very high possibility of causing waves of anger and rage against Palestinians. It's simply irresponsible to show images such as those. Finally, I'd like to say that we all regret and condemn all that has happened in the last days but Nikos has a point here. I really don't want to be misunderstood here, but the truth is that US government had shown no respect for other countries in the last decades. In the 60s and 70s they had halped lots of military coups throughout the world (including Brazil in 64). Later, with Reagan and Bush Father, the Washington Consensus have been demolishing the bases of our economies, making us more and more dependant (and, many of us, prehocupied with this situation).  Your current president quickly made things worse: Kioto Protocol, Star Wars, Colombia Plan, the exchange of rain forest for pieces of external debt, tha abandonment of the position of third party in negotiations between IRA and England, and between Palestinians and Israel. All those mistakes in US external politics made your country more hatred than before, and, of course, more vulnerable."
"RUMEUR";"Microsoft's Webings and Wingdings fonts include hidden anti-Semitic and 9/11-referential messages.";"September 2001";"1. open MS word  2. type NYC in uppercase letters  3. change the font size to 72  4. change the font to webdings  5. change the font to wingdings  Apparently q33ny — supposed to be the flight number of one of the crashed planes — gives an aeroplane, two buildings, a skull and crossbones and the star of david. Again, no comment, although whether this is in fact the number of one of the planes seems unlikely.  I've heard a few people suggesting that this is a sign that Microsoft were involved in the terrorist attack."
"RUMEUR";"On-line bookseller Amazon.com is partnered with the web site Intifada.com.";"2001";"A good friend of mine, while searching the Internet, ran across Intifada.com. OK. Then he sees a promotion right on their web page by Amazon.Com advising the readers that:  You can buy books about the Intifada and Palestine from Amazon.Com. All profits from the referral will go to developing Intifada.com. How great! I would assume that this pretty well eliminates Amazon.Com as a book seller, for those of us that understand that the Intifada is about killing Israeli civilians and driving Israel out of the land of their forefathers.  And obviously Amazon.Com is not planning on receiving any more of our business! It would also be nice for us to notify Amazon.Com of our decision and how shocked we were at their evident lack of knowledge of the conflict and the terrorist activities and suicide bombings of civilians that have been the paramount focus of this Intifada."
"RUMEUR";"Sending a petition to the United Nations will help prevent a war between the U.S. and Iraq.";"2002";"The United States are about to start a war without consideration for international law. If you want to speak against it, the UN are collecting signatures to work against this potentially tragic event. Please copy this e-mail to a new mail, sign it at the end of the attached list and send it to all the people you know. If you've received a list with more than 500 signatures, please send another copy to the United Nations inquiries@un.org Even if you decide not to sign, please forward this petition!  Even if you decide not to sign, please consider forwarding the petition on instead of eliminating it."
"RUMEUR";"The U.S. is requesting Americans to light candles for a satellite photo tonight.";"2001";"The U.S. has asked that everyone step out on their lawns tonight at 10:30 p.m. eastern time (7:30 p.m. Pacific) and light a candle. They will be taking a satellite picture of the U.S. and posting it on the news tomorrow morning. Please pass this on to as many people as possible.  A formal request from NASA:  10:30 Eastern, 9:30 Central, 8:30 Mountain, 7:30 Pacific.  NASA has asked that everyone step out on their lawns tonight and light a candle. They will be positioning a satellite to take a picture of the U.S. and posting it on the news tomorrow morning. Please pass this on to as many people as possible."
"RUMEUR";"Four thousand Israelis employed by companies housed in the World Trade Center stayed home from work on 9/11, warned in advance of the impending attack on the WTC.";"September 2001";"(AL-MANAR Television - Beirut Lebanon) With the announcement of the attacks at the World Trade Center in New York, the international media, particularly the Israeli one, hurried to take advantage of the incident and started mourning 4,000 Israelis who work at the two towers. Then suddenly, no one ever mentioned anything about those Israelis and later it became clear that they remarkably did not show up in their jobs the day the incident took place.  No one talked about any Israeli being killed or wounded in the attacks. Arab diplomatic sources revealed to the Jordanian al-Watan newspaper that those Israelis remained absent that day based on hints from the Israeli General Security apparatus, the Shabak, the fact which evoked unannounced suspicions on American officials who wanted to know how the Israeli government learned about the incident before it occurred, and the reasons why it refrained from informing the U.S authorities of the information it had.  Suspicions had increased further after Israeli newspaper Yadiot Ahranot revealed that the Shabak prevented Israeli premier Ariel Sharon from traveling to New York and particularly to the city's eastern coast to participate in a festival organized by the Zionist organizations in support of the Israel. Aharon Bernie, the commentator at the newspaper, brought up the issue and came up with a negative conclusion, saying no answer. He then asked about the clue behind the Shabak's position in preventing Sharon's participation, and again without giving an answer.  Bernie added that Sharon, who was delighted for having his speech on top of the festival agenda, asked the head of the organization to mediate and convince the Shabak to change its position, but his attempts were in vain. The next day after Sharon's secretary officially announced that Sharon would not participate the incident took place.  For its part, the Israeli Ha'aretz newspaper revealed that the FBI arrested five Israelis four hours after the attack on the Twin Towers while filming the smoking skyline from the roof of their company's building. The FBI had arrested the five for puzzling behavior. They are said to have been caught videotaping the disaster in what was interpreted as cries of joy and mockery.     It has been confirmed by the US Goverment and FBI that at the time of the accident, there were 4000 Jews who MIRACULOUSLY never came to their work an the World trade Center building at the time of the accident. This means the Jews knew and were prewarned about the accident that the WTC was going to be hit.... WHY ??????  In every crime you look at who has most to benefit from the act. In this case this crime has been a disaster for America, for the world and also for Arabs and Musilms. The only people who benefited from this act of terror are the Jews. This is not the first time Israel and the Jews have done something like this in the name of someone else to further their own selfish needs. They have even resorted to kiling their own people to win public sympathy and support. This act is not beyond the capabilities and evil deeds of Israel. In this case it seems that it is clear to all that the Jews/Israel have most to gain and should be considered as a possible source behind this act.  I hope the FBI follows the smoking gun as no one will commit an act unless he has something to gain from it, Israel should be a prime suspect in this case."
"RUMEUR";"Thirty Ryder, Verizon, and U-Haul trucks have been stolen recently, presumably by terrorists who will use them in the ongoing attack on America.";"2001";"Hey everybody,  Sorry for the mass email, but I got important news tonight. My dad works for FEMA and he's really involved with the goings on in NYC. He told me that within the last 24 hours, more than 30 Ryder, U-Haul, and Verizon trucks have been reported stolen across the country. The U-Haul and Ryder trucks were rented and then never returned, so they're considered stolen.  Many of them were rented by people of Arab descent. I don't mean to make any assumptions, and I certainly don't want to scare you, but I thought you all might like to know. Be wary of these vehicles, pay attention to them, and don't walk or park near them. He said to stay out of major public places if at all possible (Crossgates, the Pepsi, downtown Albany, etc.) because recreational sites would most likely be hit on weekends.  I'm sorry to cause alarm, but he told me it was OK to share this information. If you'd like to forward it to anyone you know, feel free, as there is a possibility it might save lives. I hope everyone is doing well, and give those you love an extra hug."
